run_name,mean_voltage_difference_integral_vs,std_voltage_difference_integral_vs,min_voltage_difference_integral_vs,max_voltage_difference_integral_vs,valid_trial_count,trial_indices_used,trial_integrals_vs,st_1_frequency_name,st_1_frequency_hz,st_2_frequency_name,st_2_frequency_hz,st_3_frequency_name,st_3_frequency_hz,st_4_frequency_name,st_4_frequency_hz,frequency_st1_hz,frequency_st2_hz,frequency_st3_hz
st1_61_hz__st2_271_hz__st3_541_hz__st4_1_hz,1.1537650756075144e-05,9.34035405477582e-06,0.0,2.3548182191965303e-05,5,1;2;3;4;5,2.354818219197e-05;6.776624948400e-06;0.000000000000e+00;5.713682220054e-06;2.164976441996e-05,61_hz,61,271_hz,271,541_hz,541,1_hz,1,61,271,541
st1_61_hz__st2_271_hz__st3_571_hz__st4_1_hz,1.1841716228396525e-05,6.618966989260423e-06,0.0,1.8562838039967722e-05,5,1;2;3;4;5,0.000000000000e+00;1.856283803997e-05;9.890944199975e-06;1.693404250201e-05;1.382075640003e-05,61_hz,61,271_hz,271,571_hz,571,1_hz,1,61,271,571
st1_61_hz__st2_301_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,301_hz,301,1_hz,1,1_hz,1,61,301,1
st1_61_hz__st2_301_hz__st3_31_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,301_hz,301,31_hz,31,1_hz,1,61,301,31
st1_61_hz__st2_301_hz__st3_61_hz__st4_1_hz,2.7289563840082745e-06,5.457912768016549e-06,0.0,1.3644781920041371e-05,5,1;2;3;4;5,1.364478192004e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,301_hz,301,61_hz,61,1_hz,1,61,301,61
st1_61_hz__st2_301_hz__st3_91_hz__st4_1_hz,2.593316735999829e-06,5.186633471999658e-06,0.0,1.2966583679999145e-05,5,1;2;3;4;5,1.296658368000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,301_hz,301,91_hz,91,1_hz,1,61,301,91
st1_61_hz__st2_301_hz__st3_121_hz__st4_1_hz,1.3363716240011314e-06,2.672743248002263e-06,0.0,6.681858120005657e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;6.681858120006e-06;0.000000000000e+00,61_hz,61,301_hz,301,121_hz,121,1_hz,1,61,301,121
st1_61_hz__st2_301_hz__st3_151_hz__st4_1_hz,1.9646694359887197e-06,2.9470213550345623e-06,0.0,7.769868300006033e-06,5,1;2;3;4;5,1.376784539975e-06;0.000000000000e+00;0.000000000000e+00;7.769868300006e-06;6.766943399628e-07,61_hz,61,301_hz,301,151_hz,151,1_hz,1,61,301,151
st1_61_hz__st2_301_hz__st3_181_hz__st4_1_hz,1.1832032124010628e-05,1.4561150507010973e-05,0.0,3.183375942005795e-05,5,1;2;3;4;5,2.732640120000e-05;0.000000000000e+00;0.000000000000e+00;3.183375942006e-05;0.000000000000e+00,61_hz,61,301_hz,301,181_hz,181,1_hz,1,61,301,181
st1_61_hz__st2_301_hz__st3_211_hz__st4_1_hz,1.7861721314407984e-05,1.065576241520396e-05,8.38739988002768e-06,3.8208780720011545e-05,5,1;2;3;4;5,1.377897130801e-05;8.387399880028e-06;3.820878072001e-05;1.098535158000e-05;1.794810308400e-05,61_hz,61,301_hz,301,211_hz,211,1_hz,1,61,301,211
st1_61_hz__st2_301_hz__st3_241_hz__st4_1_hz,3.82564072800573e-06,7.65128145601146e-06,0.0,1.912820364002865e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.912820364003e-05;0.000000000000e+00,61_hz,61,301_hz,301,241_hz,241,1_hz,1,61,301,241
st1_61_hz__st2_301_hz__st3_271_hz__st4_1_hz,1.667979671401032e-05,1.2493980090007857e-05,0.0,3.560596218013801e-05,5,1;2;3;4;5,3.560596218014e-05;2.531179098000e-05;0.000000000000e+00;8.960086889992e-06;1.352114351992e-05,61_hz,61,301_hz,301,271_hz,271,1_hz,1,61,301,271
st1_61_hz__st2_301_hz__st3_301_hz__st4_1_hz,6.497323056001147e-06,6.790252540215614e-06,0.0,1.6319660039992857e-05,5,1;2;3;4;5,1.631966003999e-05;0.000000000000e+00;1.280561472001e-05;3.361340520000e-06;0.000000000000e+00,61_hz,61,301_hz,301,301_hz,301,1_hz,1,61,301,301
st1_61_hz__st2_301_hz__st3_331_hz__st4_1_hz,1.21320350028023e-05,1.485914311254068e-05,0.0,3.0521947319986366e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;3.013822769403e-05;3.052194731999e-05;0.000000000000e+00,61_hz,61,301_hz,301,331_hz,331,1_hz,1,61,301,331
st1_61_hz__st2_301_hz__st3_361_hz__st4_1_hz,1.6043793883211006e-05,8.756875627137994e-06,6.500248379984197e-06,3.060936532808742e-05,5,1;2;3;4;5,6.500248379984e-06;1.604830402799e-05;1.934198730000e-05;7.719064379985e-06;3.060936532809e-05,61_hz,61,301_hz,301,361_hz,361,1_hz,1,61,301,361
st1_61_hz__st2_301_hz__st3_391_hz__st4_1_hz,5.536238932795645e-06,6.091151041558167e-06,0.0,1.5693031980001936e-05,5,1;2;3;4;5,2.782303200033e-06;1.569303198000e-05;0.000000000000e+00;9.205859483943e-06;0.000000000000e+00,61_hz,61,301_hz,301,391_hz,391,1_hz,1,61,301,391
st1_61_hz__st2_301_hz__st3_421_hz__st4_1_hz,5.700278084395382e-06,7.151863647234964e-06,0.0,1.670497630200246e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.179641411997e-05;1.670497630200e-05,61_hz,61,301_hz,301,421_hz,421,1_hz,1,61,301,421
st1_61_hz__st2_301_hz__st3_451_hz__st4_1_hz,4.4567715600019046e-06,6.692935784323011e-06,0.0,1.726589214001706e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;5.017965659992e-06;0.000000000000e+00;1.726589214002e-05,61_hz,61,301_hz,301,451_hz,451,1_hz,1,61,301,451
st1_61_hz__st2_301_hz__st3_481_hz__st4_1_hz,1.9350011656793646e-05,1.2371061687155102e-05,0.0,3.50786638799519e-05,5,1;2;3;4;5,1.677271140007e-05;3.011576885995e-05;1.478291414400e-05;0.000000000000e+00;3.507866387995e-05,61_hz,61,301_hz,301,481_hz,481,1_hz,1,61,301,481
st1_61_hz__st2_301_hz__st3_511_hz__st4_1_hz,2.128021384323664e-05,2.5321831251479867e-05,0.0,7.065413364603368e-05,5,1;2;3;4;5,6.016022514005e-06;1.470659814004e-05;1.502431491610e-05;0.000000000000e+00;7.065413364603e-05,61_hz,61,301_hz,301,511_hz,511,1_hz,1,61,301,511
st1_61_hz__st2_301_hz__st3_541_hz__st4_1_hz,1.759764544346645e-05,1.4074235776511348e-05,4.1338902239965175e-06,3.89983914000025e-05,5,1;2;3;4;5,9.514422719931e-06;5.716541473380e-06;2.962498140002e-05;4.133890223997e-06;3.899839140000e-05,61_hz,61,301_hz,301,541_hz,541,1_hz,1,61,301,541
st1_61_hz__st2_301_hz__st3_571_hz__st4_1_hz,1.4966079728385566e-05,8.005216864549908e-06,4.285747799898099e-07,2.2708638414005444e-05,5,1;2;3;4;5,4.285747799898e-07;2.270863841401e-05;1.317820283997e-05;1.712415005994e-05;2.139083254802e-05,61_hz,61,301_hz,301,571_hz,571,1_hz,1,61,301,571
st1_61_hz__st2_331_hz__st3_1_hz__st4_1_hz,3.19725976320101e-06,6.394519526402019e-06,0.0,1.598629881600505e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;1.598629881601e-05;0.000000000000e+00;0.000000000000e+00,61_hz,61,331_hz,331,1_hz,1,1_hz,1,61,331,1
st1_61_hz__st2_331_hz__st3_31_hz__st4_1_hz,5.243293375201408e-06,6.67469042395727e-06,0.0,1.598629881600505e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;1.598629881601e-05;1.023016806000e-05;0.000000000000e+00,61_hz,61,331_hz,331,31_hz,31,1_hz,1,61,331,31
st1_61_hz__st2_331_hz__st3_61_hz__st4_1_hz,5.081961499197873e-06,6.560984716941456e-06,0.0,1.598629881600505e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;1.598629881601e-05;9.423508679984e-06;0.000000000000e+00,61_hz,61,331_hz,331,61_hz,61,1_hz,1,61,331,61
st1_61_hz__st2_331_hz__st3_91_hz__st4_1_hz,9.95967046799412e-06,1.022657270692071e-05,0.0,2.6696325383998577e-05,5,1;2;3;4;5,2.669632538400e-05;7.115728139967e-06;1.598629881601e-05;0.000000000000e+00;0.000000000000e+00,61_hz,61,331_hz,331,91_hz,91,1_hz,1,61,331,91
st1_61_hz__st2_331_hz__st3_121_hz__st4_1_hz,4.585121647197876e-06,6.302365626697246e-06,0.0,1.598629881600505e-05,5,1;2;3;4;5,6.939309419984e-06;0.000000000000e+00;1.598629881601e-05;0.000000000000e+00;0.000000000000e+00,61_hz,61,331_hz,331,121_hz,121,1_hz,1,61,331,121
st1_61_hz__st2_331_hz__st3_151_hz__st4_1_hz,6.54114557518709e-06,8.014588333104844e-06,0.0,1.67194290599304e-05,5,1;2;3;4;5,1.671942905993e-05;0.000000000000e+00;1.598629881601e-05;0.000000000000e+00;0.000000000000e+00,61_hz,61,331_hz,331,151_hz,151,1_hz,1,61,331,151
st1_61_hz__st2_331_hz__st3_181_hz__st4_1_hz,1.3110521119209242e-05,1.211661476256544e-05,0.0,3.011537613602927e-05,5,1;2;3;4;5,2.112436260016e-06;8.699313060012e-06;3.011537613603e-05;2.462548013999e-05;0.000000000000e+00,61_hz,61,331_hz,331,181_hz,181,1_hz,1,61,331,181
st1_61_hz__st2_331_hz__st3_211_hz__st4_1_hz,1.3938308583844386e-05,1.3812156516658774e-05,0.0,3.263867712724154e-05,5,1;2;3;4;5,9.211930956000e-06;0.000000000000e+00;2.784093483598e-05;0.000000000000e+00;3.263867712724e-05,61_hz,61,331_hz,331,211_hz,211,1_hz,1,61,331,211
st1_61_hz__st2_331_hz__st3_241_hz__st4_1_hz,8.606566195201448e-06,7.141860109572904e-06,0.0,1.598629881600505e-05,5,1;2;3;4;5,0.000000000000e+00;1.209558672002e-05;1.598629881601e-05;1.495094543998e-05;0.000000000000e+00,61_hz,61,331_hz,331,241_hz,241,1_hz,1,61,331,241
st1_61_hz__st2_331_hz__st3_271_hz__st4_1_hz,8.045772152764849e-06,8.689825308848027e-06,0.0,2.2472745336009346e-05,5,1;2;3;4;5,3.788957935799e-06;0.000000000000e+00;2.247274533601e-05;4.906465200127e-07;1.347651097200e-05,61_hz,61,331_hz,331,271_hz,271,1_hz,1,61,331,271
st1_61_hz__st2_331_hz__st3_301_hz__st4_1_hz,1.3614150391205449e-05,1.1580625049128748e-05,0.0,2.572742397603106e-05,5,1;2;3;4;5,0.000000000000e+00;2.558192364001e-05;2.572742397603e-05;1.676140433998e-05;0.000000000000e+00,61_hz,61,331_hz,331,301_hz,301,1_hz,1,61,331,301
st1_61_hz__st2_331_hz__st3_331_hz__st4_1_hz,1.4575203079903924e-05,8.175716212613632e-06,0.0,2.4396361977605233e-05,5,1;2;3;4;5,1.949687027989e-05;0.000000000000e+00;2.439636197761e-05;1.375548591601e-05;1.522729722601e-05,61_hz,61,331_hz,331,331_hz,331,1_hz,1,61,331,331
st1_61_hz__st2_331_hz__st3_361_hz__st4_1_hz,8.943010095609633e-06,5.378007665930477e-06,0.0,1.598629881600505e-05,5,1;2;3;4;5,7.666783380056e-06;0.000000000000e+00;1.598629881601e-05;1.257517211399e-05;8.486796167997e-06,61_hz,61,331_hz,331,361_hz,361,1_hz,1,61,331,361
st1_61_hz__st2_331_hz__st3_391_hz__st4_1_hz,1.3267918629367474e-05,1.0382953084915612e-05,3.0007714968001764e-06,3.077891031598029e-05,5,1;2;3;4;5,1.902498732001e-05;4.608327780001e-06;3.077891031598e-05;8.926596234043e-06;3.000771496800e-06,61_hz,61,331_hz,331,391_hz,391,1_hz,1,61,331,391
st1_61_hz__st2_331_hz__st3_421_hz__st4_1_hz,1.2264152162409781e-05,7.182092341277648e-06,3.408978185999445e-06,2.317495428001415e-05,5,1;2;3;4;5,5.508300420037e-06;1.324222910999e-05;1.598629881601e-05;3.408978185999e-06;2.317495428001e-05,61_hz,61,331_hz,331,421_hz,421,1_hz,1,61,331,421
st1_61_hz__st2_331_hz__st3_451_hz__st4_1_hz,1.3859949992407679e-05,9.870573199492481e-06,0.0,2.9977974216037487e-05,5,1;2;3;4;5,1.124923427999e-05;0.000000000000e+00;2.997797421604e-05;1.026969780600e-05;1.780284366001e-05,61_hz,61,331_hz,331,451_hz,451,1_hz,1,61,331,451
st1_61_hz__st2_331_hz__st3_481_hz__st4_1_hz,2.038309234918309e-05,1.472065792475869e-05,4.047500628007184e-06,4.38995934179523e-05,5,1;2;3;4;5,1.075113846000e-05;1.244801627995e-05;3.076921296001e-05;4.047500628007e-06;4.389959341795e-05,61_hz,61,331_hz,331,481_hz,481,1_hz,1,61,331,481
st1_61_hz__st2_331_hz__st3_511_hz__st4_1_hz,2.6903008018062566e-05,1.426582811830354e-05,9.345636359991972e-06,4.639532707809979e-05,5,1;2;3;4;5,1.179090345231e-05;3.615269706001e-05;4.639532707810e-05;9.345636359992e-06;3.083047613990e-05,61_hz,61,331_hz,331,511_hz,511,1_hz,1,61,331,511
st1_61_hz__st2_331_hz__st3_541_hz__st4_1_hz,1.4655852541423792e-05,6.9659291165141725e-06,1.4780099339667399e-06,2.1531926339987682e-05,5,1;2;3;4;5,1.478009933967e-06;1.456924339800e-05;1.705263069600e-05;1.864745233916e-05;2.153192633999e-05,61_hz,61,331_hz,331,541_hz,541,1_hz,1,61,331,541
st1_61_hz__st2_331_hz__st3_571_hz__st4_1_hz,2.5542985460407094e-05,1.4891909519964893e-05,7.675909542007032e-06,5.127045102001349e-05,5,1;2;3;4;5,7.675909542007e-06;5.127045102001e-05;1.598629881601e-05;2.221136193600e-05;3.057090598801e-05,61_hz,61,331_hz,331,571_hz,571,1_hz,1,61,331,571
st1_61_hz__st2_361_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,361_hz,361,1_hz,1,1_hz,1,61,361,1
st1_61_hz__st2_361_hz__st3_31_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,361_hz,361,31_hz,31,1_hz,1,61,361,31
st1_61_hz__st2_361_hz__st3_61_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,361_hz,361,61_hz,61,1_hz,1,61,361,61
st1_61_hz__st2_361_hz__st3_91_hz__st4_1_hz,4.108671179995916e-06,5.312887638135071e-06,0.0,1.2966583679999145e-05,5,1;2;3;4;5,1.296658368000e-05;7.576772219980e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,361_hz,361,91_hz,91,1_hz,1,61,361,91
st1_61_hz__st2_361_hz__st3_121_hz__st4_1_hz,3.3917674319999817e-06,6.300906990733755e-06,0.0,1.597071528000593e-05,5,1;2;3;4;5,9.817273799895e-07;0.000000000000e+00;6.394500004503e-09;1.597071528001e-05;0.000000000000e+00,61_hz,61,361_hz,361,121_hz,121,1_hz,1,61,361,121
st1_61_hz__st2_361_hz__st3_151_hz__st4_1_hz,5.655504402003118e-06,4.935505722755921e-06,0.0,1.1976172830025987e-05,5,1;2;3;4;5,6.503855579973e-06;0.000000000000e+00;9.797493600017e-06;0.000000000000e+00;1.197617283003e-05,61_hz,61,361_hz,361,151_hz,151,1_hz,1,61,361,151
st1_61_hz__st2_361_hz__st3_181_hz__st4_1_hz,1.3267370339993257e-05,7.835439097657638e-06,0.0,2.4625480139989222e-05,5,1;2;3;4;5,1.434780378002e-05;0.000000000000e+00;1.414543337993e-05;2.462548013999e-05;1.321813440003e-05,61_hz,61,361_hz,361,181_hz,181,1_hz,1,61,361,181
st1_61_hz__st2_361_hz__st3_211_hz__st4_1_hz,9.980888025579693e-07,1.6604480481022788e-06,0.0,4.272028012800283e-06,5,1;2;3;4;5,0.000000000000e+00;7.184159999896e-07;0.000000000000e+00;0.000000000000e+00;4.272028012800e-06,61_hz,61,361_hz,361,211_hz,211,1_hz,1,61,361,211
st1_61_hz__st2_361_hz__st3_241_hz__st4_1_hz,7.66121299199507e-06,5.064482476700914e-06,0.0,1.5615899639986885e-05,5,1;2;3;4;5,1.561589963999e-05;0.000000000000e+00;9.544280400009e-06;6.996664799980e-06;6.149220120000e-06,61_hz,61,361_hz,361,241_hz,241,1_hz,1,61,361,241
st1_61_hz__st2_361_hz__st3_271_hz__st4_1_hz,8.652534726972216e-06,8.313901632733457e-06,0.0,1.9578032460046415e-05,5,1;2;3;4;5,1.957803246005e-05;4.412929132762e-06;0.000000000000e+00;1.528333380052e-06;1.774337866200e-05,61_hz,61,361_hz,361,271_hz,271,1_hz,1,61,361,271
st1_61_hz__st2_361_hz__st3_301_hz__st4_1_hz,1.2574060106419484e-05,1.1686962851847882e-05,0.0,2.9392360739988187e-05,5,1;2;3;4;5,1.178097912005e-05;2.169696067206e-05;0.000000000000e+00;2.939236073999e-05;0.000000000000e+00,61_hz,61,361_hz,361,301_hz,301,1_hz,1,61,361,301
st1_61_hz__st2_361_hz__st3_331_hz__st4_1_hz,1.6359017266439486e-05,1.0674020218176459e-05,0.0,3.228420487504692e-05,5,1;2;3;4;5,3.228420487505e-05;0.000000000000e+00;1.614363642001e-05;2.159215415994e-05;1.177509087719e-05,61_hz,61,361_hz,361,331_hz,331,1_hz,1,61,361,331
st1_61_hz__st2_361_hz__st3_361_hz__st4_1_hz,9.552492089994481e-06,7.136916438237624e-06,0.0,1.6824060719991542e-05,5,1;2;3;4;5,0.000000000000e+00;1.682406071999e-05;1.585299779999e-05;1.314525274199e-05;1.940149188000e-06,61_hz,61,361_hz,361,361_hz,361,1_hz,1,61,361,361
st1_61_hz__st2_361_hz__st3_391_hz__st4_1_hz,2.1799050537609222e-05,8.111916989685469e-06,1.383146938802593e-05,3.661433118001267e-05,5,1;2;3;4;5,1.383146938803e-05;1.787484402001e-05;3.661433118001e-05;2.396830211999e-05;1.670630598001e-05,61_hz,61,361_hz,361,391_hz,391,1_hz,1,61,361,391
st1_61_hz__st2_361_hz__st3_421_hz__st4_1_hz,1.5481027796393486e-05,1.2916725657168521e-05,1.236540419982668e-06,3.972647878201229e-05,5,1;2;3;4;5,1.236540419983e-06;3.972647878201e-05;1.474208675998e-05;1.074247704002e-05;1.095755597997e-05,61_hz,61,361_hz,361,421_hz,421,1_hz,1,61,361,421
st1_61_hz__st2_361_hz__st3_451_hz__st4_1_hz,1.1225494112387103e-05,7.641591052411678e-06,0.0,1.9156423499977482e-05,5,1;2;3;4;5,1.673026182002e-05;4.191090641999e-06;1.915642349998e-05;0.000000000000e+00;1.604969459994e-05,61_hz,61,361_hz,361,451_hz,451,1_hz,1,61,361,451
st1_61_hz__st2_361_hz__st3_481_hz__st4_1_hz,2.8587281417973705e-05,1.6982715965324826e-05,9.266535180035839e-06,5.912910570596286e-05,5,1;2;3;4;5,9.266535180036e-06;1.693102733993e-05;2.875012664398e-05;2.885961221996e-05;5.912910570596e-05,61_hz,61,361_hz,361,481_hz,481,1_hz,1,61,361,481
st1_61_hz__st2_361_hz__st3_511_hz__st4_1_hz,1.6767028065651085e-05,9.572694396435125e-06,4.478100120020035e-06,2.660840460017022e-05,5,1;2;3;4;5,6.164762580019e-06;2.076655991404e-05;2.660840460017e-05;4.478100120020e-06;2.581731311401e-05,61_hz,61,361_hz,361,511_hz,511,1_hz,1,61,361,511
st1_61_hz__st2_361_hz__st3_541_hz__st4_1_hz,3.230480712595157e-05,9.593510426747758e-06,2.046507911994677e-05,4.9808969099929266e-05,5,1;2;3;4;5,4.980896909993e-05;3.130605773995e-05;2.904445223993e-05;2.046507911995e-05;3.089947743000e-05,61_hz,61,361_hz,361,541_hz,541,1_hz,1,61,361,541
st1_61_hz__st2_361_hz__st3_571_hz__st4_1_hz,2.120959692356608e-05,1.1449480459080156e-05,0.0,3.469087970992685e-05,5,1;2;3;4;5,2.468934928798e-05;2.216614247992e-05;0.000000000000e+00;2.450161314001e-05;3.469087970993e-05,61_hz,61,361_hz,361,571_hz,571,1_hz,1,61,361,571
st1_61_hz__st2_391_hz__st3_1_hz__st4_1_hz,1.17295164358322e-06,2.34590328716644e-06,0.0,5.8647582179161e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;5.864758217916e-06;0.000000000000e+00,61_hz,61,391_hz,391,1_hz,1,1_hz,1,61,391,1
st1_61_hz__st2_391_hz__st3_31_hz__st4_1_hz,1.17295164358322e-06,2.34590328716644e-06,0.0,5.8647582179161e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;5.864758217916e-06;0.000000000000e+00,61_hz,61,391_hz,391,31_hz,31,1_hz,1,61,391,31
st1_61_hz__st2_391_hz__st3_61_hz__st4_1_hz,1.17295164358322e-06,2.34590328716644e-06,0.0,5.8647582179161e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;5.864758217916e-06;0.000000000000e+00,61_hz,61,391_hz,391,61_hz,61,1_hz,1,61,391,61
st1_61_hz__st2_391_hz__st3_91_hz__st4_1_hz,1.4974309238361544e-05,7.491445425727564e-06,5.8647582179161e-06,2.7412046063995945e-05,5,1;2;3;4;5,2.741204606400e-05;1.618672265994e-05;8.757549900013e-06;5.864758217916e-06;1.665046934994e-05,61_hz,61,391_hz,391,91_hz,91,1_hz,1,61,391,91
st1_61_hz__st2_391_hz__st3_121_hz__st4_1_hz,8.102536793984234e-06,1.3465649894317978e-05,0.0,3.4647925752005065e-05,5,1;2;3;4;5,0.000000000000e+00;3.464792575201e-05;0.000000000000e+00;5.864758217916e-06;0.000000000000e+00,61_hz,61,391_hz,391,121_hz,121,1_hz,1,61,391,121
st1_61_hz__st2_391_hz__st3_151_hz__st4_1_hz,1.1322724438801656e-05,9.28192478794287e-06,0.0,2.0186614260075953e-05,5,1;2;3;4;5,1.885702305597e-05;0.000000000000e+00;2.018661426008e-05;1.756998487796e-05;0.000000000000e+00,61_hz,61,391_hz,391,151_hz,151,1_hz,1,61,391,151
st1_61_hz__st2_391_hz__st3_181_hz__st4_1_hz,1.1976674079583472e-05,1.169594660889042e-05,0.0,3.049023835790532e-05,5,1;2;3;4;5,0.000000000000e+00;1.024984224006e-05;1.914328979995e-05;3.049023835791e-05;0.000000000000e+00,61_hz,61,391_hz,391,181_hz,181,1_hz,1,61,391,181
st1_61_hz__st2_391_hz__st3_211_hz__st4_1_hz,1.8613847379598672e-05,1.1180400530676491e-05,0.0,3.3174712692055075e-05,5,1;2;3;4;5,1.422140687997e-05;0.000000000000e+00;3.317471269206e-05;2.043275412592e-05;2.524036320005e-05,61_hz,61,391_hz,391,211_hz,211,1_hz,1,61,391,211
st1_61_hz__st2_391_hz__st3_241_hz__st4_1_hz,9.624178443590204e-06,1.0339919373217315e-05,0.0,2.7065570579992704e-05,5,1;2;3;4;5,0.000000000000e+00;1.519056342004e-05;0.000000000000e+00;5.864758217916e-06;2.706557057999e-05,61_hz,61,391_hz,391,241_hz,241,1_hz,1,61,391,241
st1_61_hz__st2_391_hz__st3_271_hz__st4_1_hz,9.080798400004642e-06,6.609575100422974e-06,0.0,1.7387153280046253e-05,5,1;2;3;4;5,6.142933242007e-06;0.000000000000e+00;1.738715328005e-05;5.864758217916e-06;1.600914726005e-05,61_hz,61,391_hz,391,271_hz,271,1_hz,1,61,391,271
st1_61_hz__st2_391_hz__st3_301_hz__st4_1_hz,1.9031164131577403e-05,1.0701624405116453e-05,0.0,3.169080608400494e-05,5,1;2;3;4;5,1.703974284001e-05;3.169080608400e-05;2.558296405798e-05;2.084230767590e-05;0.000000000000e+00,61_hz,61,391_hz,391,301_hz,301,1_hz,1,61,391,301
st1_61_hz__st2_391_hz__st3_331_hz__st4_1_hz,2.0120864086821257e-05,2.4021669541075203e-05,0.0,6.500114100014553e-05,5,1;2;3;4;5,6.500114100015e-05;0.000000000000e+00;5.543928522000e-06;2.507417965796e-05;4.985071254006e-06,61_hz,61,391_hz,391,331_hz,331,1_hz,1,61,391,331
st1_61_hz__st2_391_hz__st3_361_hz__st4_1_hz,1.6622246653177217e-05,1.781669722741385e-05,1.940149188000423e-06,3.900965491784591e-05,5,1;2;3;4;5,3.786662376002e-05;1.992981059984e-06;2.301824340034e-06;3.900965491785e-05;1.940149188000e-06,61_hz,61,391_hz,391,361_hz,361,1_hz,1,61,391,361
st1_61_hz__st2_391_hz__st3_391_hz__st4_1_hz,1.4136243926377579e-05,9.151504846085307e-06,2.4747751799836236e-06,2.7866056014030918e-05,5,1;2;3;4;5,5.628267359969e-06;2.474775179984e-06;2.786605601403e-05;1.810855909790e-05;1.660356198000e-05,61_hz,61,391_hz,391,391_hz,391,1_hz,1,61,391,391
st1_61_hz__st2_391_hz__st3_421_hz__st4_1_hz,1.3918162766394514e-05,1.431480726636946e-05,0.0,3.901078981794481e-05,5,1;2;3;4;5,1.392360197400e-05;0.000000000000e+00;1.665642204003e-05;3.901078981794e-05;0.000000000000e+00,61_hz,61,391_hz,391,421_hz,421,1_hz,1,61,391,421
st1_61_hz__st2_391_hz__st3_451_hz__st4_1_hz,7.444013907577096e-06,8.273155057254866e-06,0.0,1.7723791097917774e-05,5,1;2;3;4;5,1.733454089999e-05;0.000000000000e+00;2.161737539974e-06;1.772379109792e-05;0.000000000000e+00,61_hz,61,391_hz,391,451_hz,451,1_hz,1,61,391,451
st1_61_hz__st2_391_hz__st3_481_hz__st4_1_hz,3.0257971775973915e-05,1.26914132795727e-05,1.2258054197913925e-05,5.138635330798058e-05,5,1;2;3;4;5,5.138635330798e-05;2.829099329999e-05;3.357663845400e-05;1.225805419791e-05;2.577781961999e-05,61_hz,61,391_hz,391,481_hz,481,1_hz,1,61,391,481
st1_61_hz__st2_391_hz__st3_511_hz__st4_1_hz,1.8453179955634783e-05,4.459764765131954e-06,1.1713358880038882e-05,2.440253160010952e-05,5,1;2;3;4;5,1.171335888004e-05;1.817007102006e-05;2.440253160011e-05;2.198755981791e-05;1.599237846006e-05,61_hz,61,391_hz,391,511_hz,511,1_hz,1,61,391,511
st1_61_hz__st2_391_hz__st3_541_hz__st4_1_hz,2.5958146460380165e-05,5.38672290879003e-06,1.8658409220062567e-05,3.453644267999989e-05,5,1;2;3;4;5,2.891779055993e-05;3.453644268000e-05;2.335432190399e-05;2.432376793792e-05;1.865840922006e-05,61_hz,61,391_hz,391,541_hz,541,1_hz,1,61,391,541
st1_61_hz__st2_391_hz__st3_571_hz__st4_1_hz,2.5163202391177696e-05,1.136861908002671e-05,1.398427829994997e-05,4.328834952593841e-05,5,1;2;3;4;5,1.398427829995e-05;1.792969776004e-05;1.692909462598e-05;4.328834952594e-05;3.368459174398e-05,61_hz,61,391_hz,391,571_hz,571,1_hz,1,61,391,571
