run_name,mean_voltage_difference_integral_vs,std_voltage_difference_integral_vs,min_voltage_difference_integral_vs,max_voltage_difference_integral_vs,valid_trial_count,trial_indices_used,trial_integrals_vs,st_1_frequency_name,st_1_frequency_hz,st_2_frequency_name,st_2_frequency_hz,st_3_frequency_name,st_3_frequency_hz,st_4_frequency_name,st_4_frequency_hz,frequency_st1_hz,frequency_st2_hz,frequency_st3_hz
st1_61_hz__st2_421_hz__st3_1_hz__st4_1_hz,6.195929608801553e-06,1.2391859217603107e-05,0.0,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,421_hz,421,1_hz,1,1_hz,1,61,421,1
st1_61_hz__st2_421_hz__st3_31_hz__st4_1_hz,6.327013672794979e-06,1.232893068070177e-05,0.0,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;6.554203199671e-07;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,421_hz,421,31_hz,31,1_hz,1,61,421,31
st1_61_hz__st2_421_hz__st3_61_hz__st4_1_hz,8.38395757080626e-06,1.1981954459044072e-05,0.0,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;0.000000000000e+00;4.846931100040e-07;0.000000000000e+00;1.045544670002e-05,61_hz,61,421_hz,421,61_hz,61,1_hz,1,61,421,61
st1_61_hz__st2_421_hz__st3_91_hz__st4_1_hz,1.0321117577993811e-05,1.706387315371623e-05,0.0,4.3946231724006915e-05,5,1;2;3;4;5,4.394623172401e-05;9.457271995528e-08;7.564783446007e-06;0.000000000000e+00;0.000000000000e+00,61_hz,61,421_hz,421,91_hz,91,1_hz,1,61,421,91
st1_61_hz__st2_421_hz__st3_121_hz__st4_1_hz,1.6811305016416894e-05,1.0792029760074053e-05,0.0,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;1.215907812001e-05;0.000000000000e+00;1.542280446004e-05;2.549499445803e-05,61_hz,61,421_hz,421,121_hz,121,1_hz,1,61,421,121
st1_61_hz__st2_421_hz__st3_151_hz__st4_1_hz,1.2872831900397064e-05,1.2121198547887417e-05,0.0,3.2419236563999146e-05,5,1;2;3;4;5,3.241923656400e-05;1.499258221203e-05;0.000000000000e+00;1.695234072596e-05;0.000000000000e+00,61_hz,61,421_hz,421,151_hz,151,1_hz,1,61,421,151
st1_61_hz__st2_421_hz__st3_181_hz__st4_1_hz,1.8871058798988207e-05,1.9158478893944677e-05,0.0,4.554194720400862e-05,5,1;2;3;4;5,4.554194720401e-05;0.000000000000e+00;1.117072799998e-05;3.764261879095e-05;0.000000000000e+00,61_hz,61,421_hz,421,181_hz,181,1_hz,1,61,421,181
st1_61_hz__st2_421_hz__st3_211_hz__st4_1_hz,1.2354710212795774e-05,1.0043871589126746e-05,1.6416566999799543e-06,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;1.323556398001e-05;9.244213019965e-06;1.641656699980e-06;6.672469320018e-06,61_hz,61,421_hz,421,211_hz,211,1_hz,1,61,421,211
st1_61_hz__st2_421_hz__st3_241_hz__st4_1_hz,1.8610423300804425e-05,2.4212250479349174e-05,0.0,5.944032266409216e-05,5,1;2;3;4;5,5.944032266409e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;3.361179383993e-05,61_hz,61,421_hz,421,241_hz,241,1_hz,1,61,421,241
st1_61_hz__st2_421_hz__st3_271_hz__st4_1_hz,1.4678595604791997e-05,1.828814419311527e-05,0.0,4.320578930400443e-05,5,1;2;3;4;5,4.320578930400e-05;0.000000000000e+00;2.970888641995e-05;0.000000000000e+00;4.783023000009e-07,61_hz,61,421_hz,421,271_hz,271,1_hz,1,61,421,271
st1_61_hz__st2_421_hz__st3_301_hz__st4_1_hz,1.0997189128796325e-05,1.2306572993497843e-05,0.0,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;0.000000000000e+00;0.000000000000e+00;1.955496257994e-05;4.451335020034e-06,61_hz,61,421_hz,421,301_hz,301,1_hz,1,61,421,301
st1_61_hz__st2_421_hz__st3_331_hz__st4_1_hz,1.5804324172818407e-05,1.2137603166082485e-05,0.0,3.421381640403009e-05,5,1;2;3;4;5,3.421381640403e-05;1.516184982004e-05;2.335474530006e-05;0.000000000000e+00;6.291209339956e-06,61_hz,61,421_hz,421,331_hz,331,1_hz,1,61,421,331
st1_61_hz__st2_421_hz__st3_361_hz__st4_1_hz,1.8180705866392282e-05,1.0695695036454517e-05,0.0,3.097964804400777e-05,5,1;2;3;4;5,3.097964804401e-05;0.000000000000e+00;2.655640727997e-05;1.545812099998e-05;1.790935300800e-05,61_hz,61,421_hz,421,361_hz,361,1_hz,1,61,421,361
st1_61_hz__st2_421_hz__st3_391_hz__st4_1_hz,2.3680636916406372e-05,1.6698208802581635e-05,0.0,4.918581052206494e-05,5,1;2;3;4;5,4.918581052206e-05;3.393801791997e-05;1.916680086000e-05;0.000000000000e+00;1.611255528000e-05,61_hz,61,421_hz,421,391_hz,391,1_hz,1,61,421,391
st1_61_hz__st2_421_hz__st3_421_hz__st4_1_hz,1.877525412482928e-05,2.2997090049200335e-05,0.0,4.7440379160096366e-05,5,1;2;3;4;5,4.643589146405e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;4.744037916010e-05,61_hz,61,421_hz,421,421_hz,421,1_hz,1,61,421,421
st1_61_hz__st2_421_hz__st3_451_hz__st4_1_hz,2.4586305883200765e-05,1.1453645787661358e-05,5.13709092004877e-06,3.625534238399786e-05,5,1;2;3;4;5,3.625534238400e-05;1.818657341998e-05;3.166848070196e-05;5.137090920049e-06;3.168404199002e-05,61_hz,61,421_hz,421,451_hz,451,1_hz,1,61,421,451
st1_61_hz__st2_421_hz__st3_481_hz__st4_1_hz,3.391495403756987e-05,2.5017114096139408e-05,6.882514200556855e-07,7.796046380393503e-05,5,1;2;3;4;5,7.796046380394e-05;2.507209685995e-05;3.132838922396e-05;6.882514200557e-07;3.452556887995e-05,61_hz,61,421_hz,421,481_hz,481,1_hz,1,61,421,481
st1_61_hz__st2_421_hz__st3_511_hz__st4_1_hz,2.622669440040443e-05,1.281491478037411e-05,6.984579240076894e-06,4.641161558401886e-05,5,1;2;3;4;5,4.641161558402e-05;2.405303027995e-05;6.984579240077e-06;3.119745601798e-05;2.248679088000e-05,61_hz,61,421_hz,421,511_hz,511,1_hz,1,61,421,511
st1_61_hz__st2_421_hz__st3_541_hz__st4_1_hz,2.66103964325031e-05,5.148155707905104e-06,1.945181159995757e-05,3.1834932983978995e-05,5,1;2;3;4;5,3.183493298398e-05;2.152455750002e-05;3.143777145858e-05;1.945181159996e-05;2.880290861997e-05,61_hz,61,421_hz,421,541_hz,541,1_hz,1,61,421,541
st1_61_hz__st2_421_hz__st3_571_hz__st4_1_hz,2.757870580320197e-05,1.2726712923822365e-05,1.4660660340076736e-05,4.615757683209369e-05,5,1;2;3;4;5,3.854791490392e-05;2.369049245996e-05;1.466066034008e-05;4.615757683209e-05;1.483688447996e-05,61_hz,61,421_hz,421,571_hz,571,1_hz,1,61,421,571
st1_61_hz__st2_451_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,451_hz,451,1_hz,1,1_hz,1,61,451,1
st1_61_hz__st2_451_hz__st3_31_hz__st4_1_hz,2.4460076519938757e-06,4.8920153039877514e-06,0.0,1.2230038259969379e-05,5,1;2;3;4;5,0.000000000000e+00;1.223003825997e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,451_hz,451,31_hz,31,1_hz,1,61,451,31
st1_61_hz__st2_451_hz__st3_61_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,451_hz,451,61_hz,61,1_hz,1,61,451,61
st1_61_hz__st2_451_hz__st3_91_hz__st4_1_hz,7.377822248403333e-06,9.097536848811394e-06,0.0,2.0115472302001392e-05,5,1;2;3;4;5,2.011547230200e-05;0.000000000000e+00;0.000000000000e+00;1.677363894002e-05;0.000000000000e+00,61_hz,61,451_hz,451,91_hz,91,1_hz,1,61,451,91
st1_61_hz__st2_451_hz__st3_121_hz__st4_1_hz,6.009817788001915e-06,1.2019635576003832e-05,0.0,3.0049088940009576e-05,5,1;2;3;4;5,3.004908894001e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,451_hz,451,121_hz,121,1_hz,1,61,451,121
st1_61_hz__st2_451_hz__st3_151_hz__st4_1_hz,3.7000300895900782e-06,2.7838544205076726e-06,0.0,7.495055459971756e-06,5,1;2;3;4;5,1.376784539975e-06;0.000000000000e+00;5.992452180020e-06;7.495055459972e-06;3.635858267984e-06,61_hz,61,451_hz,451,151_hz,151,1_hz,1,61,451,151
st1_61_hz__st2_451_hz__st3_181_hz__st4_1_hz,1.91489626943904e-05,1.0739520171502653e-05,0.0,2.9358213659999577e-05,5,1;2;3;4;5,1.497353904005e-05;0.000000000000e+00;2.935821366000e-05;2.462548013999e-05;2.678758063191e-05,61_hz,61,451_hz,451,181_hz,181,1_hz,1,61,451,181
st1_61_hz__st2_451_hz__st3_211_hz__st4_1_hz,9.895796639989852e-06,7.64731127830735e-06,9.009665999759609e-07,2.34763086239681e-05,5,1;2;3;4;5,9.009665999760e-07;2.347630862397e-05;1.158166623600e-05;5.249848680003e-06;8.270193060003e-06,61_hz,61,451_hz,451,211_hz,211,1_hz,1,61,451,211
st1_61_hz__st2_451_hz__st3_241_hz__st4_1_hz,1.6702970832001145e-05,2.991403982765028e-06,1.3142979539992882e-05,2.2044512484030444e-05,5,1;2;3;4;5,2.204451248403e-05;1.489830911998e-05;1.314297953999e-05;1.634048589600e-05;1.708856712000e-05,61_hz,61,451_hz,451,241_hz,241,1_hz,1,61,451,241
st1_61_hz__st2_451_hz__st3_271_hz__st4_1_hz,1.0196086507207046e-05,1.029268253184226e-05,0.0,2.8019627315956082e-05,5,1;2;3;4;5,1.211233050008e-05;2.801962731596e-05;0.000000000000e+00;1.084847472000e-05;0.000000000000e+00,61_hz,61,451_hz,451,271_hz,271,1_hz,1,61,451,271
st1_61_hz__st2_451_hz__st3_301_hz__st4_1_hz,7.115280480008493e-06,4.234779257581098e-06,0.0,1.2764052485999057e-05,5,1;2;3;4;5,0.000000000000e+00;1.276405248600e-05;9.404195220053e-06;7.585448039993e-06;5.822706653998e-06,61_hz,61,451_hz,451,301_hz,301,1_hz,1,61,451,301
st1_61_hz__st2_451_hz__st3_331_hz__st4_1_hz,1.214377141320333e-05,1.2101210520509304e-05,0.0,3.523990922998654e-05,5,1;2;3;4;5,1.118368206003e-05;6.673743539998e-06;3.523990922999e-05;7.621522235998e-06;0.000000000000e+00,61_hz,61,451_hz,451,331_hz,331,1_hz,1,61,451,331
st1_61_hz__st2_451_hz__st3_361_hz__st4_1_hz,1.947456685081242e-05,1.686951433225412e-05,0.0,3.768087852009522e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;3.768087852010e-05;2.217189995999e-05;3.752005577398e-05,61_hz,61,451_hz,451,361_hz,361,1_hz,1,61,451,361
st1_61_hz__st2_451_hz__st3_391_hz__st4_1_hz,1.7660774527199914e-05,1.021968096237901e-05,2.0328499979974108e-06,3.25045661939985e-05,5,1;2;3;4;5,3.250456619400e-05;2.377428996598e-05;1.673720190003e-05;1.325496457800e-05;2.032849997997e-06,61_hz,61,451_hz,451,391_hz,391,1_hz,1,61,451,391
st1_61_hz__st2_451_hz__st3_421_hz__st4_1_hz,1.4345672760002757e-05,5.727717184247529e-06,3.691827360019495e-06,1.8707054040034697e-05,5,1;2;3;4;5,1.791393552000e-05;3.691827360019e-06;1.845226943997e-05;1.870705404003e-05;1.296327743999e-05,61_hz,61,451_hz,451,421_hz,421,1_hz,1,61,451,421
st1_61_hz__st2_451_hz__st3_451_hz__st4_1_hz,1.9325663385858963e-05,8.57354785115176e-06,1.1040802243198833e-05,3.0385518480011144e-05,5,1;2;3;4;5,1.104080224320e-05;1.356268050008e-05;1.248619266001e-05;2.915312304600e-05;3.038551848001e-05,61_hz,61,451_hz,451,451_hz,451,1_hz,1,61,451,451
st1_61_hz__st2_451_hz__st3_481_hz__st4_1_hz,2.223633199680039e-05,1.6362725152107883e-05,8.852646599777359e-07,5.087154254406826e-05,5,1;2;3;4;5,2.527415280003e-05;1.665660977995e-05;5.087154254407e-05;8.852646599777e-07;1.749409019998e-05,61_hz,61,451_hz,451,481_hz,481,1_hz,1,61,451,481
st1_61_hz__st2_451_hz__st3_511_hz__st4_1_hz,1.8343186639206006e-05,4.598872100176742e-06,1.2019812120023233e-05,2.3590881539997666e-05,5,1;2;3;4;5,1.427084560800e-05;2.359088154000e-05;1.886905926007e-05;1.201981212002e-05;2.296533466793e-05,61_hz,61,451_hz,451,511_hz,511,1_hz,1,61,451,511
st1_61_hz__st2_451_hz__st3_541_hz__st4_1_hz,3.139822664277481e-05,1.7734788337129944e-05,4.037681501969926e-06,5.318179514991888e-05,5,1;2;3;4;5,4.037681501970e-06;5.318179514992e-05;4.817757834002e-05;2.418504460200e-05;2.740903361996e-05,61_hz,61,451_hz,451,541_hz,541,1_hz,1,61,451,541
st1_61_hz__st2_451_hz__st3_571_hz__st4_1_hz,4.134385806119481e-05,1.204118447815092e-05,3.271755563999113e-05,6.40812817260132e-05,5,1;2;3;4;5,3.271755563999e-05;6.408128172601e-05;3.380968961998e-05;4.330682153996e-05;3.280394178003e-05,61_hz,61,451_hz,451,571_hz,571,1_hz,1,61,451,571
st1_61_hz__st2_481_hz__st3_1_hz__st4_1_hz,4.913733240097252e-07,9.827466480194504e-07,0.0,2.456866620048626e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.456866620049e-06;0.000000000000e+00,61_hz,61,481_hz,481,1_hz,1,1_hz,1,61,481,1
st1_61_hz__st2_481_hz__st3_31_hz__st4_1_hz,6.835054140020281e-06,7.901352783900272e-06,0.0,2.0141837460058155e-05,5,1;2;3;4;5,0.000000000000e+00;1.157656661999e-05;0.000000000000e+00;2.456866620049e-06;2.014183746006e-05,61_hz,61,481_hz,481,31_hz,31,1_hz,1,61,481,31
st1_61_hz__st2_481_hz__st3_61_hz__st4_1_hz,1.2306685602964697e-05,6.256167127423698e-06,0.0,1.7125414714801338e-05,5,1;2;3;4;5,1.604940839998e-05;0.000000000000e+00;1.414679706000e-05;1.421180784005e-05;1.712541471480e-05,61_hz,61,481_hz,481,61_hz,61,1_hz,1,61,481,61
st1_61_hz__st2_481_hz__st3_91_hz__st4_1_hz,3.4855415639994947e-06,4.846453015424044e-06,0.0,1.2966583679999145e-05,5,1;2;3;4;5,1.296658368000e-05;0.000000000000e+00;0.000000000000e+00;2.456866620049e-06;2.004257519950e-06,61_hz,61,481_hz,481,91_hz,91,1_hz,1,61,481,91
st1_61_hz__st2_481_hz__st3_121_hz__st4_1_hz,3.6342606600126006e-06,6.114580296869349e-06,0.0,1.5714436680014376e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;1.571443668001e-05;2.456866620049e-06;0.000000000000e+00,61_hz,61,481_hz,481,121_hz,121,1_hz,1,61,481,121
st1_61_hz__st2_481_hz__st3_151_hz__st4_1_hz,1.6113666002399026e-05,1.4467655380825053e-05,0.0,3.706424629204772e-05,5,1;2;3;4;5,1.701629820000e-05;3.849994799965e-07;0.000000000000e+00;3.706424629205e-05;2.610278603995e-05,61_hz,61,481_hz,481,151_hz,151,1_hz,1,61,481,151
st1_61_hz__st2_481_hz__st3_181_hz__st4_1_hz,1.5924111530416506e-05,1.765301915274455e-05,0.0,4.833587581207777e-05,5,1;2;3;4;5,0.000000000000e+00;1.603573433999e-05;1.524894750001e-05;4.833587581208e-05;0.000000000000e+00,61_hz,61,481_hz,481,181_hz,181,1_hz,1,61,481,181
st1_61_hz__st2_481_hz__st3_211_hz__st4_1_hz,8.778191252772697e-06,8.697221211940841e-06,0.0,2.355311176380666e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;9.186970319985e-06;1.115087418007e-05;2.355311176381e-05,61_hz,61,481_hz,481,211_hz,211,1_hz,1,61,481,211
st1_61_hz__st2_481_hz__st3_241_hz__st4_1_hz,1.0453730616009627e-05,1.4066472469514391e-05,0.0,3.5775713160035585e-05,5,1;2;3;4;5,0.000000000000e+00;1.598664024001e-05;5.062996800059e-07;3.577571316004e-05;0.000000000000e+00,61_hz,61,481_hz,481,241_hz,241,1_hz,1,61,481,241
st1_61_hz__st2_481_hz__st3_271_hz__st4_1_hz,1.399255360921406e-05,1.076882084708159e-05,0.0,3.229869690004883e-05,5,1;2;3;4;5,0.000000000000e+00;1.789188582600e-05;9.875167920018e-06;3.229869690005e-05;9.897017400005e-06,61_hz,61,481_hz,481,271_hz,271,1_hz,1,61,481,271
st1_61_hz__st2_481_hz__st3_301_hz__st4_1_hz,7.296181599615107e-06,4.839914445751285e-06,0.0,1.4140446047995748e-05,5,1;2;3;4;5,7.804470564044e-06;1.414044604800e-05;4.370954886004e-06;1.016503650003e-05;0.000000000000e+00,61_hz,61,481_hz,481,301_hz,301,1_hz,1,61,481,301
st1_61_hz__st2_481_hz__st3_331_hz__st4_1_hz,1.1898882878400298e-05,1.0471963885122926e-05,0.0,2.6864866080060505e-05,5,1;2;3;4;5,1.735459765200e-05;0.000000000000e+00;1.527495065994e-05;2.686486608006e-05;0.000000000000e+00,61_hz,61,481_hz,481,331_hz,331,1_hz,1,61,481,331
st1_61_hz__st2_481_hz__st3_361_hz__st4_1_hz,1.7854843961530953e-05,5.311650366922376e-06,8.201163797996735e-06,2.3320238184071364e-05,5,1;2;3;4;5,8.201163797997e-06;1.704745814400e-05;2.191374251999e-05;2.332023818407e-05;1.879161716160e-05,61_hz,61,481_hz,481,361_hz,361,1_hz,1,61,481,361
st1_61_hz__st2_481_hz__st3_391_hz__st4_1_hz,1.1885506946289855e-05,8.238391349383575e-06,0.0,2.262770658539907e-05,5,1;2;3;4;5,5.078426400007e-06;2.262770658540e-05;1.740255893999e-05;1.431884280605e-05;0.000000000000e+00,61_hz,61,481_hz,481,391_hz,391,1_hz,1,61,481,391
st1_61_hz__st2_481_hz__st3_421_hz__st4_1_hz,2.0933932827594816e-05,7.182193016016886e-06,1.125617400003498e-05,3.089100418196961e-05,5,1;2;3;4;5,2.653254864001e-05;1.512288953994e-05;2.086704777602e-05;1.125617400003e-05;3.089100418197e-05,61_hz,61,481_hz,481,421_hz,421,1_hz,1,61,481,421
st1_61_hz__st2_481_hz__st3_451_hz__st4_1_hz,1.691633898002476e-05,4.306623861270613e-06,1.1932756920074452e-05,2.441527902000418e-05,5,1;2;3;4;5,1.855957626005e-05;2.441527902000e-05;1.443850182000e-05;1.193275692007e-05;1.523558088000e-05,61_hz,61,481_hz,481,451_hz,451,1_hz,1,61,481,451
st1_61_hz__st2_481_hz__st3_481_hz__st4_1_hz,2.7333398632688156e-05,1.7984190326258266e-05,1.5822721799785279e-06,4.709421045007434e-05,5,1;2;3;4;5,1.017446646606e-05;1.582272179979e-06;3.967370615336e-05;4.709421045007e-05;3.814233791397e-05,61_hz,61,481_hz,481,481_hz,481,1_hz,1,61,481,481
st1_61_hz__st2_481_hz__st3_511_hz__st4_1_hz,3.106728713160478e-05,1.4956065626659728e-05,1.3108752899970712e-05,5.0335785539963594e-05,5,1;2;3;4;5,1.310875289997e-05;1.753405001997e-05;2.804703427804e-05;4.631081292008e-05;5.033578553996e-05,61_hz,61,481_hz,481,511_hz,511,1_hz,1,61,481,511
st1_61_hz__st2_481_hz__st3_541_hz__st4_1_hz,3.237363557998529e-05,4.620135533458417e-06,2.4110866260129707e-05,3.6837952775990726e-05,5,1;2;3;4;5,3.337628165990e-05;2.411086626013e-05;3.638029424389e-05;3.116278296001e-05;3.683795277599e-05,61_hz,61,481_hz,481,541_hz,541,1_hz,1,61,481,541
st1_61_hz__st2_481_hz__st3_571_hz__st4_1_hz,3.3545776190414126e-05,2.0863082166802266e-05,2.718160559933569e-06,6.19697865600191e-05,5,1;2;3;4;5,4.818454441204e-05;2.718160559934e-06;3.545725428004e-05;1.939913514004e-05;6.196978656002e-05,61_hz,61,481_hz,481,571_hz,571,1_hz,1,61,481,571
st1_61_hz__st2_511_hz__st3_1_hz__st4_1_hz,6.810177347998937e-07,1.3620354695997873e-06,0.0,3.4050886739994685e-06,5,1;2;3;4;5,0.000000000000e+00;3.405088673999e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,511_hz,511,1_hz,1,1_hz,1,61,511,1
st1_61_hz__st2_511_hz__st3_31_hz__st4_1_hz,6.810177347998937e-07,1.3620354695997873e-06,0.0,3.4050886739994685e-06,5,1;2;3;4;5,0.000000000000e+00;3.405088673999e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,511_hz,511,31_hz,31,1_hz,1,61,511,31
st1_61_hz__st2_511_hz__st3_61_hz__st4_1_hz,1.6185269267982029e-06,2.0233422320990754e-06,0.0,4.687545959991546e-06,5,1;2;3;4;5,0.000000000000e+00;3.405088673999e-06;0.000000000000e+00;0.000000000000e+00;4.687545959992e-06,61_hz,61,511_hz,511,61_hz,61,1_hz,1,61,511,61
st1_61_hz__st2_511_hz__st3_91_hz__st4_1_hz,4.842944506792124e-06,8.091537959919623e-06,0.0,2.0809633859961152e-05,5,1;2;3;4;5,2.080963385996e-05;3.405088673999e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,61_hz,61,511_hz,511,91_hz,91,1_hz,1,61,511,91
st1_61_hz__st2_511_hz__st3_121_hz__st4_1_hz,1.0963995940808102e-05,1.2096020206719223e-05,0.0,3.108480759002885e-05,5,1;2;3;4;5,1.877022972002e-05;3.405088673999e-06;0.000000000000e+00;3.108480759003e-05;1.559853719990e-06,61_hz,61,511_hz,511,121_hz,121,1_hz,1,61,511,121
st1_61_hz__st2_511_hz__st3_151_hz__st4_1_hz,4.828004909992468e-06,6.37877823588128e-06,0.0,1.739701061999055e-05,5,1;2;3;4;5,1.376784539975e-06;3.405088673999e-06;0.000000000000e+00;1.739701061999e-05;1.961140715998e-06,61_hz,61,511_hz,511,151_hz,151,1_hz,1,61,511,151
st1_61_hz__st2_511_hz__st3_181_hz__st4_1_hz,1.2410943418812438e-05,8.58536664377182e-06,0.0,2.4625480139989222e-05,5,1;2;3;4;5,9.100870019996e-06;9.254402874026e-06;1.907396406005e-05;2.462548013999e-05;0.000000000000e+00,61_hz,61,511_hz,511,181_hz,181,1_hz,1,61,511,181
st1_61_hz__st2_511_hz__st3_211_hz__st4_1_hz,9.32631434640785e-06,7.180018109034594e-06,0.0,1.7943742980000566e-05,5,1;2;3;4;5,1.756948266004e-05;5.867842517994e-06;0.000000000000e+00;5.250503574004e-06;1.794374298000e-05,61_hz,61,511_hz,511,211_hz,211,1_hz,1,61,511,211
st1_61_hz__st2_511_hz__st3_241_hz__st4_1_hz,1.0620297673181734e-05,1.2263363802894009e-05,0.0,3.0740710859894495e-05,5,1;2;3;4;5,0.000000000000e+00;3.405088673999e-06;1.895568883201e-05;0.000000000000e+00;3.074071085989e-05,61_hz,61,511_hz,511,241_hz,241,1_hz,1,61,511,241
st1_61_hz__st2_511_hz__st3_271_hz__st4_1_hz,1.4815908644411345e-05,1.1635109009949216e-05,0.0,2.593547692200243e-05,5,1;2;3;4;5,1.310554260014e-06;2.593547692200e-05;0.000000000000e+00;2.471658534002e-05;2.211692670002e-05,61_hz,61,511_hz,511,271_hz,271,1_hz,1,61,511,271
st1_61_hz__st2_511_hz__st3_301_hz__st4_1_hz,1.6132116706924494e-05,1.3524357153625112e-05,2.712672539995076e-06,3.637186302063722e-05,5,1;2;3;4;5,1.055933100001e-05;3.405088673999e-06;2.761162829998e-05;3.637186302064e-05;2.712672539995e-06,61_hz,61,511_hz,511,301_hz,301,1_hz,1,61,511,301
st1_61_hz__st2_511_hz__st3_331_hz__st4_1_hz,7.66631290318842e-06,5.639166322467539e-06,0.0,1.4775946937919948e-05,5,1;2;3;4;5,6.919507224001e-06;3.405088673999e-06;1.323102168002e-05;0.000000000000e+00;1.477594693792e-05,61_hz,61,511_hz,511,331_hz,331,1_hz,1,61,511,331
st1_61_hz__st2_511_hz__st3_361_hz__st4_1_hz,1.8785256433202086e-05,1.6911447734372253e-05,0.0,4.059705653997048e-05,5,1;2;3;4;5,0.000000000000e+00;3.454783759802e-05;0.000000000000e+00;4.059705653997e-05;1.878138802802e-05,61_hz,61,511_hz,511,361_hz,361,1_hz,1,61,511,361
st1_61_hz__st2_511_hz__st3_391_hz__st4_1_hz,3.108058278118859e-05,3.090140644931335e-05,3.4050886739994685e-06,7.271813394001127e-05,5,1;2;3;4;5,6.476979841197e-05;3.405088673999e-06;7.271813394001e-05;8.768356199967e-06;5.741536679993e-06,61_hz,61,511_hz,511,391_hz,391,1_hz,1,61,511,391
st1_61_hz__st2_511_hz__st3_421_hz__st4_1_hz,2.330798908682236e-05,1.865570030630277e-05,0.0,4.58057802600359e-05,5,1;2;3;4;5,4.580578026004e-05;3.110757035400e-05;0.000000000000e+00;3.721306176006e-05;2.413533060008e-06,61_hz,61,511_hz,511,421_hz,421,1_hz,1,61,511,421
st1_61_hz__st2_511_hz__st3_451_hz__st4_1_hz,1.272221885839434e-05,7.3439857019724785e-06,1.01062180800221e-06,2.3055103671878342e-05,5,1;2;3;4;5,1.447301917799e-05;9.174174714086e-06;2.305510367188e-05;1.589817492001e-05;1.010621808002e-06,61_hz,61,511_hz,511,451_hz,451,1_hz,1,61,511,451
st1_61_hz__st2_511_hz__st3_481_hz__st4_1_hz,4.270649756041467e-05,1.5141673559128514e-05,2.7211196124034972e-05,6.143237501399224e-05,5,1;2;3;4;5,6.143237501399e-05;2.721119612403e-05;3.165169280402e-05;3.242758392001e-05;6.080963994002e-05,61_hz,61,511_hz,511,481_hz,481,1_hz,1,61,511,481
st1_61_hz__st2_511_hz__st3_511_hz__st4_1_hz,2.498080161242672e-05,9.044521261437853e-06,1.5755501160030773e-05,4.135284946811258e-05,5,1;2;3;4;5,2.324008119599e-05;2.664951737398e-05;4.135284946811e-05;1.575550116003e-05;1.790605886402e-05,61_hz,61,511_hz,511,511_hz,511,1_hz,1,61,511,511
st1_61_hz__st2_511_hz__st3_541_hz__st4_1_hz,2.872523499046698e-05,1.027161378752132e-05,1.3726551059975444e-05,4.2194303459947013e-05,5,1;2;3;4;5,1.372655105998e-05;3.819255212163e-05;2.485707266880e-05;2.465569564198e-05;4.219430345995e-05,61_hz,61,511_hz,511,541_hz,541,1_hz,1,61,511,541
st1_61_hz__st2_511_hz__st3_571_hz__st4_1_hz,3.341377355043293e-05,1.3761099170162344e-05,1.9287583379984376e-05,5.6527053498099664e-05,5,1;2;3;4;5,1.928758337998e-05;4.122671108396e-05;2.267882505007e-05;5.652705349810e-05;2.734869474006e-05,61_hz,61,511_hz,511,571_hz,571,1_hz,1,61,511,571
st1_61_hz__st2_541_hz__st3_1_hz__st4_1_hz,1.0884024719992613e-06,2.1768049439985226e-06,0.0,5.442012359996307e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;5.442012359996e-06;0.000000000000e+00,61_hz,61,541_hz,541,1_hz,1,1_hz,1,61,541,1
